X,Y
111.82714,-8.995181
113.034969,-9.074844
111.059204,-8.703569
112.2059,-7.87647
112.815104,-9.683511
110.489714,-9.046153
111.021484,-8.950024
110.987842,-8.883487
111.774243,10.945291
110.589958,-9.116973
110.42172,-8.541131
112.522852,-6.188402
111.391195,-9.099776
110.659863,-9.074648
110.321362,-9.366121
110.468335,-9.494688
110.976652,-8.880231
110.615641,-5.761559
110.585628,-7.909216
110.667114,-9.166836
110.550846,-7.759856
110.39751,-9.282664
110.285563,-9.26265
110.398307,-9.311131
110.404997,-9.209931
110.491382,-8.938439
110.37535,-9.185897
110.355021,-9.324192
110.264209,-9.147995
110.405412,-9.140653
110.400456,-9.080202
110.403328,-9.222255
110.454484,-9.190998
110.484741,-8.902027
110.308309,-9.27824
110.31766,-8.919183
111.154915,-7.536648
111.872013,-8.943182
110.363672,-9.176186
110.488786,-9.248464
110.544149,-9.042409
110.473258,-9.171166
110.421924,-9.081906
110.454451,-9.134478
110.462012,-9.199929
110.452319,-9.134681
112.012085,-9.085048
110.546257,-8.786734
110.407552,-9.200563
112.05612,-9.141556
110.951139,10.862247
112.237663,-9.350822
112.862126,-8.814204
110.825301,-8.908297
112.92028,-9.126917
111.108618,-8.740039
110.359993,-9.117352
111.311849,-8.937956
112.835897,-9.113466
110.126603,-8.069443
112.666829,-8.735878
110.140845,10.723633
112.709521,-9.560689
110.915161,-8.726305
110.924422,-7.883377
111.443823,-9.75836
111.519393,-9.849953
111.492546,-9.806908
110.31766,-9.138151
111.259285,-8.865213
111.430924,-8.517317
113.024089,-9.379769
111.502466,-9.235815
111.471053,-7.243751
112.487256,-8.886958
110.429834,-8.970523
111.289657,-9.133894
110.317904,-8.632234
112.509521,-9.351624
111.863037,-9.504007
110.06543,-8.869629
110.366976,-8.949634
111.346281,-9.153628
111.170101,10.144588
112.561174,-9.704029
110.110417,-9.151503
111.525936,-8.773556
110.609033,-9.179994
112.831291,-9.425948
111.610604,-8.985553
112.51014,-9.002018
111.098438,-8.988606
111.39458,-9.126378
110.377238,-9.254659
110.392912,-9.309649
110.405298,-9.174947
110.315283,-9.198174
110.273096,-9.294734
110.355656,-8.580017
110.542586,-8.801201
111.28667,-8.908794
111.345785,-8.71938
112.647542,-8.63408
110.11276,-8.945229
111.728353,-7.595122
111.749097,-7.600081
112.750602,10.298118
112.639974,10.232569
112.763908,10.342863
112.737663,10.35218
111.575545,-8.847557
110.66141,-8.779092
111.3146,-9.032557
112.514355,-9.005998
110.444507,-9.153491
110.303792,-9.058294
110.26333,-9.004763
111.274341,-7.826502
111.935954,-8.495376
110.384253,-8.89784
111.633171,-9.394875
111.49812,-9.485852
112.874976,-9.511222
112.842603,-9.564031
112.839233,-9.401502
112.881022,-9.469002
112.49008,11.249872
111.145231,-8.928313
112.726367,-9.590587
112.820793,-9.62131
112.799683,-9.698982
111.083594,-5.81426
112.499259,-8.668135
110.474194,-9.440737
112.81403,-9.75879
112.838851,-9.795673
112.834766,-9.760804
112.845565,-9.693595
112.794116,-9.821798
111.209871,-9.049131
110.421891,-9.260619
111.439681,-9.065145
110.425854,-9.484843
110.397477,-9.39125
110.357935,-9.416228
110.307471,-9.474743
110.471558,-9.452407
110.576253,-9.577985
110.338981,-9.270722
112.111849,-8.442697
111.433154,11.003708
112.834717,-9.582262
111.489355,-9.179225
110.326953,-8.968707
110.30717,-8.341987
112.871672,-9.461687
111.16001,-6.058824
110.453174,-8.027779
110.309603,-8.979543
110.899837,-8.84065
110.48077,-7.223155
111.393864,-8.094071
111.208496,-6.18569
111.548617,-9.27436
110.487703,-8.84081
111.469198,-8.817057
111.71298,-7.750232
111.16731,-8.982716
110.545907,-5.859442
111.289209,-9.145941
110.900448,10.191679
112.473128,-8.956104
110.098804,-8.831839
112.774715,-9.674658
111.106047,11.245123
111.269401,-9.067652
112.649333,-9.417689
112.609611,-9.602738
112.617863,-9.466672
112.456494,-8.905304
112.534188,-9.758886
110.910164,-8.993494
110.678239,-7.719523
110.74043,-8.527366
112.9795,-9.307685
111.146541,-8.515695
109.949894,-9.011474
112.497363,-8.852709
110.244808,-8.957404
111.681388,-8.319804
111.632756,-9.229171
111.808691,-8.738311
110.034798,-8.789392
111.902091,-7.635018
111.722257,-7.750472
112.210376,-8.66577
111.840283,-8.435565
111.822005,-7.642114
111.747559,-7.708261
111.749308,-7.724532
111.944564,-8.365755
112.606738,11.034324
110.803866,10.736259
111.428931,-8.906727
110.385913,-9.099097
110.36805,-9.156244
110.313566,-9.285277
112.958854,-9.456637
110.513477,-9.056205
110.207796,-8.939265
111.508105,-8.448624
110.486507,-8.036436
112.289372,10.501313
110.473535,-8.952498
111.391895,-8.841171
112.862191,-9.306278
110.498633,-8.037848
111.855754,-9.339824
111.556437,-7.781346
111.183122,-8.482141
111.824357,-9.376113
110.400618,-9.398778
110.458439,-9.244384
110.424544,-9.260196
110.487964,-9.378259
110.425993,-9.290321
110.45848,-9.214321
111.848796,-7.540578
112.690202,-9.545657
111.313159,-8.867495
110.823234,-8.735108
112.875488,-9.66812
111.721273,-8.104487
112.370272,-8.917232
110.548747,-7.728448
110.491732,-8.034127
110.642228,-9.053624
112.814689,-8.515443
111.595475,-8.359478
110.891121,-6.331593
111.623527,-8.806663
111.366927,-8.978014
112.778621,-8.038851
112.913647,-9.643034
112.725602,-9.676776
110.46696,-7.961949
111.79882,-8.067025
111.763159,-8.306089
111.940096,10.421176
111.285164,-9.034329
111.206307,10.261424
112.521574,-8.900004
110.288835,-8.947955
112.328507,-9.56719
111.138639,10.209204
110.348535,-8.896451
110.568872,-8.163864
110.509863,-7.866558
112.316154,-8.942815
110.471566,-8.756813
110.489421,-9.119798
110.035734,-9.422626
112.245809,-9.127769
112.953166,-9.428122
112.963615,-9.364224
112.891178,-9.386208
112.885449,-9.801074
110.462451,-9.292215
111.272965,-8.398556
112.918742,-9.59407
110.363826,-8.513195
111.327995,-8.969565
110.14471,-9.112569
112.890853,-9.404291
110.515072,-8.754532
112.792952,-9.756242
110.27561,-8.252126
112.78575,-9.572856
111.41027,11.176622
110.056722,-8.962002
110.43741,-8.054384
112.819865,-9.605644
112.222176,-9.153365
111.171753,-8.905281
110.734912,-7.579248
112.533773,-8.697541
112.600659,-8.45349
111.228101,-8.943104
110.638306,-9.296085
112.398389,11.127979
111.206396,-8.880913
111.310824,-8.757336
112.192594,-8.936338
112.786336,-9.596566
112.868783,-9.210508
112.89703,-9.300946
110.762215,-9.102374
110.451449,-9.152088
112.495435,-8.874039
110.768229,-8.493876
112.540438,-8.916513
112.032308,-7.436801
111.833846,-7.440173
111.862305,-7.447794
111.866073,-7.488621
111.912191,-7.444293
111.391528,-7.710863
111.981974,-7.434832
110.46604,-9.370855
111.806185,-7.464877
111.809749,-7.424811
111.869735,-7.452847
112.02002,-7.436757
111.825456,-7.436497
111.571273,-7.407175
111.737785,-7.431815
111.877523,-7.487365
111.835295,-7.382544
111.991097,-7.524536
111.83099,-7.455325
111.858732,-7.439435
111.727409,-7.530234
111.888322,-7.446942
111.859554,-7.406297
110.532902,-9.014803
111.440519,10.146175
111.842782,-7.428794
111.867106,-7.445937
111.876563,-7.430318
111.917261,-7.544462
112.123828,-7.449723
111.930957,-7.471919
111.968953,-7.487353
111.851123,-7.431891
111.852108,-7.460187
111.761873,-7.484826
111.769238,-7.446208
111.886979,-7.517631
111.921965,-7.527186
112.406616,-9.483615
112.386914,-9.419713
111.918058,-7.439028
110.1788,10.700647
112.256982,-8.982356
111.98134,-7.530081
111.867904,-7.433512
111.441691,-8.931346
112.591292,-9.231045
111.626522,10.366829
111.914119,-7.380021
112.509513,-8.883909
112.887858,-9.469273
112.785091,-9.698845
110.694466,-6.227687
112.145801,-9.604019
112.916439,-8.791543
110.941325,-8.703119
112.486816,-9.385592
111.443758,-8.956262
112.461784,-9.465875
110.183285,-9.06389
111.453703,-8.930778
111.922176,-6.792821
111.448437,-8.933999
111.002205,-9.153538
112.742928,-9.045226
110.859212,-9.036362
111.224276,-8.968433
112.500895,11.236137
111.336125,-8.14297
112.077262,-9.348828
112.890991,-7.58803
112.031665,-9.024343
112.820435,-9.162727
112.475326,-8.906093
111.458781,-8.358799
112.465324,-8.801855
112.911442,-9.592076
112.845964,-9.588727
112.889079,-9.598485
112.107544,-9.202689
110.343929,-9.389898
110.253548,-9.194953
112.103988,-8.998252
111.55498,-7.510132
110.490755,-7.954489
111.888761,-7.619577
112.023535,-9.338983
110.556445,-9.230208
110.51403,-9.320724
110.167065,-8.631879
111.311922,-8.96286
110.244572,-8.466183
110.422445,-9.361891
111.046948,-8.700415
110.858122,-8.931463
110.7521,10.942644
112.990511,-9.330811
112.139209,-7.938641
112.966772,-9.227787
111.458252,11.409108
112.876221,-8.014619
110.331209,-7.850786
112.383382,-9.105369
111.735327,-8.775304
110.438794,-7.982077
111.981095,-8.527038
112.264299,-9.045809
112.53562,-9.246792
110.296704,-8.944879
111.612598,-8.880268
112.866032,-9.688284
112.849756,-9.768952
110.428353,-9.240864
111.777482,-8.299551
112.494735,-8.906775
111.083374,-6.35013
111.085506,-6.360285
112.513322,-8.921997
111.619735,-9.332034
112.585457,-8.701726
112.928467,-9.097685
112.947412,-9.336629
111.097103,-8.903836
112.091056,-8.898814
111.641602,-8.441803
111.288013,10.996628
110.957381,-9.016229
112.461857,-9.07723
111.390177,-7.352207
111.165275,-8.883825
110.225374,-8.538007
112.725863,-8.546666
112.841903,-9.757236
112.727751,-9.71343
112.367244,-9.170528
111.027694,-9.003681
110.125675,-8.187429
112.7316,-8.480971
112.919507,-9.608649
111.671908,-9.777509
111.741797,-9.725581
111.752848,-9.763291
111.742521,-9.403961
111.65542,-9.787651
112.474967,-8.942519
110.414893,-8.144315
111.661507,10.038759
111.656519,-9.881299
110.29576,-8.751333
111.796851,-8.544214
111.487191,-9.03008
111.593913,-8.868996
112.503247,-8.792957
111.736165,-9.68215
111.716732,-9.760812
111.722428,-9.672173
112.125578,-9.312941
111.770996,-9.339554
111.6552,-9.987454
111.54423,-9.764289
111.663892,-8.403904
111.78999,-9.60288
111.681616,-9.965826
112.544279,-8.835998
110.212736,-9.095609
110.412931,-8.392548
111.572795,-9.718293
111.303711,-8.820311
111.300041,-8.829751
111.537378,-9.923472
110.22994,-9.180084
112.126872,-8.990997
112.259766,-7.773061
111.074504,-8.786581
112.907227,-9.786483
111.56224,-9.000505
111.334269,-7.499088
111.28068,-9.100171
111.6021,-7.376796
110.421077,-9.271379
110.299487,-9.336317
110.526571,-8.923875
111.143506,-8.242908
110.272884,-9.264715
111.216659,-8.926574
110.983822,-9.114162
111.735433,-9.947917
111.629688,-9.909225
111.75109,-8.33801
112.81106,-9.549033
111.828361,11.5352
112.828076,-8.708776
110.062793,-9.092945
110.601156,-8.784066
111.852482,-8.784872
110.685018,-8.866837
110.38007,-8.077579
112.269206,-9.610103
110.271867,-8.918524
113.030469,-9.321416
112.868734,-9.673966
112.874797,-9.57302
112.912712,-9.60028
112.892969,-9.375972
112.110726,-9.29899
110.264705,-9.144773
110.66591,-8.594717
111.507194,-9.989589
110.500684,-9.028764
112.091724,-9.417645
112.887793,10.209676
112.824821,-9.503391
110.574528,-9.536499
112.152409,-8.836487
110.706543,-8.272711
110.442049,-9.313337
110.12675,-9.09065
110.112793,-9.290598
112.796549,-9.515559
112.832373,-9.56102
111.236922,-9.046391
111.724048,-7.573133
111.258008,-9.296564
111.569019,-7.530386
111.432699,-7.45484
110.166927,-8.889201
112.408561,-8.987834
110.779053,-8.786967
111.7514,-9.679974
111.656185,-9.727924
112.811825,-9.410782
112.811873,-9.097312
112.812752,-9.678308
112.769157,-9.566394
112.769694,-9.641385
112.812101,-9.665332
112.835303,-9.408789
112.713582,-9.55721
111.729468,11.215897
112.849414,-9.307436
110.442546,-7.975249
112.178532,-7.377169
112.892228,-9.440615
111.748446,-9.574923
112.767765,-8.672482
111.704207,-9.715342
112.904932,-9.730392
112.676017,-9.668826
112.488265,-8.820799
110.43217,-9.01891
111.765926,-8.096827
111.668433,-9.750905
111.901123,-9.761581
111.694076,-9.98483
111.650952,-9.868405
111.834709,-9.840697
111.773682,-9.450066
111.946908,-8.329436
111.824813,-9.702019
111.780013,-9.668241
111.736654,-9.796277
111.791634,-9.777048
111.718433,-9.640854
111.78846,-8.267864
111.641252,-9.835666
111.750024,-9.330551
111.765422,-9.626732
110.326676,-9.344817
111.594507,-9.798078
111.511947,-9.79852
110.391846,-9.377123
110.807959,-9.225967
111.690869,-9.682595
111.6861,-9.788622
111.773136,-9.74842
111.734619,-9.784202
111.727743,-9.751744
110.603524,-8.853457
110.226864,-5.996119
111.187834,-9.105699
111.670565,-9.601444
111.516439,-7.367277
110.718359,-8.768152
111.373364,-9.278836
112.002686,-9.307898
112.877824,-9.105243
111.986727,-9.036279
110.165283,-9.040096
111.035531,-8.655498
112.839201,-9.659925
111.643978,-8.401706
111.742529,-9.626081
110.340381,-9.236253
112.865259,-9.41332
111.407772,-8.438453
110.083936,-8.911646
110.642912,-9.060936
112.823177,-9.595634
111.495898,-9.152254
111.051107,-8.933046
112.823234,-8.698182
112.702295,-9.362209
112.645776,-9.060981
110.984554,-7.575802
110.38632,-9.339488
110.273234,-5.88858
112.366341,-9.334714
110.542765,-8.791231
111.945646,-9.816743
111.264372,-8.994892
112.481014,-8.928948
110.482617,-9.281662
111.833887,-9.619033
112.062948,-8.392052
110.416504,-8.640374
112.866992,-9.466551
111.293962,-9.152772
111.918896,-9.828549
111.267065,-9.07885
111.250439,-8.351169
110.114502,-8.451756
110.832772,-9.529382
110.322884,-9.389152
111.528467,-7.972041
110.364632,-8.863375
110.757642,-8.56472
112.781942,-9.01053
112.116374,11.199209
112.389559,-8.622141
111.939323,-9.594969
110.240161,-8.895516
112.826896,-9.292459
111.099471,10.46698
111.14764,10.262213
110.236263,-9.110408
110.924202,-8.743771
110.855013,-9.340424
112.822054,11.439135
110.32408,-7.540863
112.196484,10.674671
112.832967,-9.518108
112.92229,-6.231034
112.779622,-9.546812
112.936922,-6.316363
110.846965,-9.291588
110.185539,-9.044036
112.267562,-9.359738
112.875594,-9.8859
111.20109,-8.880429
112.24257,10.88317
112.250651,10.868499
112.231038,10.817733
112.178451,10.831892
112.208203,10.861177
112.233464,10.854436
112.201017,10.821695
112.215942,10.814273
112.872209,-8.659693
112.895467,-9.706285
112.907967,-9.72287
112.903996,-9.743808
112.928727,-9.76817
112.924463,-9.660543
112.909627,-9.59527
112.952441,-9.663413
110.826969,-8.799756
111.753483,10.622185
112.847453,-9.680275
110.579989,-9.544708
112.839632,-9.468185
112.395085,-9.408082
111.372575,-8.323421
112.915625,-9.338155
112.876237,-9.551409
112.909041,-9.78296
111.207796,-9.189749
111.986263,-8.984873
112.930273,-9.625292
112.903841,-9.595357
112.839608,-9.677424
112.840495,-9.658724
112.821615,-9.8224
112.260352,-9.377177
111.474878,-9.173727
111.802751,-8.338383
111.385229,-8.985818
110.539437,-8.732241
110.327523,-8.808376
112.84078,-9.916677
112.412988,-9.056488
112.733952,-9.649122
112.784456,-9.760032
110.377596,-8.770216
112.854525,-9.710292
112.482015,-8.825292
111.350391,-9.022752
112.8545,-9.830094
112.851245,-9.856795
111.071761,-5.714193
