X          Y          VP
111.432699 -7.454840  97.141 
110.166927 -8.889201  23.491 
112.408561 -8.987834   2.632 
110.779053 -8.786967  15.055 
111.751400 -9.679974  21.506 
111.656185 -9.727924  27.345 
112.811825 -9.410782   3.547 
112.811873 -9.097312  16.212 
112.812752 -9.678308  23.602 
112.769157 -9.566394   5.489 
112.769694 -9.641385  10.541 
112.812101 -9.665332   5.027 
112.835303 -9.408789   4.670 
112.713582 -9.557210   5.031 
111.729468 -11.21589   6.5857 
112.849414 -9.307436  16.961 
110.442546 -7.975249  -0.061 
112.178532 -7.377169 245.380 
112.892228 -9.440615   4.940 
111.748446 -9.574923   1.363 
112.767765 -8.672482 111.072 
111.704207 -9.715342   6.931 
112.904932 -9.730392  25.773 
112.676017 -9.668826   4.257 
112.488265 -8.820799  50.918 
110.432170 -9.018910  20.126 
111.765926 -8.096827 123.150 
111.668433 -9.750905   6.178 
111.901123 -9.761581  11.395 
111.694076 -9.984830   8.342 
111.650952 -9.868405   2.647 
111.834709 -9.840697   1.968 
111.773682 -9.450066  -0.123 
111.946908 -8.329436  86.072 
111.824813 -9.702019   2.669 
111.780013 -9.668241  27.033 
111.736654 -9.796277  27.366 
111.791634 -9.777048   1.087 
111.718433 -9.640854  37.969 
111.788460 -8.267864   5.217 
111.641252 -9.835666  25.321 
111.750024 -9.330551  80.295 
111.765422 -9.626732   6.880 
110.326676 -9.344817   3.539 
111.594507 -9.798078  46.560 
111.511947 -9.798520   5.712 
110.391846 -9.377123   5.220 
110.807959 -9.225967   3.518 
111.690869 -9.682595  10.973 
111.686100 -9.788622   7.383 
111.773136 -9.748420  18.721 
111.734619 -9.784202   5.725 
111.727743 -9.751744  15.184 
110.603524 -8.853457  19.647 
110.226864 -5.996119 570.655 
111.187834 -9.105699  70.564 
111.670565 -9.601444   3.921 
111.516439 -7.367277  34.007 
110.718359 -8.768152  61.820 
111.373364 -9.278836   2.294 
112.002686 -9.307898  18.926 
112.877824 -9.105243   1.215 
111.986727 -9.036279  41.217 
110.165283 -9.040096  24.223 
111.035531 -8.655498   3.659 
112.839201 -9.659925   6.529 
111.643978 -8.401706 116.124 
111.742529 -9.626081   2.103 
110.340381 -9.236253  25.820 
112.865259 -9.413320   4.287 
111.407772 -8.438453 128.792 
110.083936 -8.911646  13.956 
110.642912 -9.060936  92.811 
112.823177 -9.595634   4.156 
111.495898 -9.152254   3.576 
111.051107 -8.933046   7.366 
112.823234 -8.698182 108.294 
112.702295 -9.362209   3.201 
112.645776 -9.060981  19.639 
110.984554 -7.575802 226.283 
110.386320 -9.339488  15.414 
110.273234 -5.888580 566.358 
112.366341 -9.334714   7.794 
110.542765 -8.791231  18.898 
111.945646 -9.816743   6.925 
111.264372 -8.994892  16.833 
112.481014 -8.928948  17.430 
110.482617 -9.281662  44.480 
111.833887 -9.619033   3.945 
112.062948 -8.392052 119.182 
110.416504 -8.640374  10.503 
112.866992 -9.466551   2.324 
111.293962 -9.152772   2.630 
111.918896 -9.828549   9.076 
111.267065 -9.078850   2.852 
111.250439 -8.351169   4.766 
110.114502 -8.451756  95.478 
110.832772 -9.529382  20.289 
110.322884 -9.389152   6.227 
111.528467 -7.972041 135.803 
110.364632 -8.863375  59.752 
110.757642 -8.564720   8.816 
112.781942 -9.010530   4.608 
112.116374 -11.19920   8.1269 
112.389559 -8.622141 131.074 
111.939323 -9.594969  55.348 
110.240161 -8.895516   1.379 
112.826896 -9.292459   3.634 
111.099471 -10.46698   4.7220 
111.147640 -10.26221   4.1653 
110.236263 -9.110408   4.389 
110.924202 -8.743771  12.034 
110.855013 -9.340424   4.252 
112.822054 -11.43913   7.6505 
110.324080 -7.540863  98.181 
112.196484 -10.67467   3.4991 
112.832967 -9.518108   1.749 
112.922290 -6.231034 589.409 
112.779622 -9.546812   1.212 
112.936922 -6.316363 595.955 
110.846965 -9.291588   1.559 
110.185539 -9.044036   1.179 
112.267562 -9.359738   2.419 
112.875594 -9.885900   1.463 
111.201090 -8.880429  57.700 
112.242570 -10.88317  25.9230 
112.250651 -10.86849  23.4059 
112.231038 -10.81773  58.0073 
112.178451 -10.83189  12.3892 
112.208203 -10.86117   6.1297 
112.233464 -10.85443   4.8576 
112.201017 -10.82169   4.9275 
112.215942 -10.81427   6.8703 
112.872209 -8.659693  99.946 
112.895467 -9.706285  24.190 
112.907967 -9.722870  29.120 
112.903996 -9.743808  41.253 
112.928727 -9.768170  13.612 
112.924463 -9.660543  36.057 
112.909627 -9.595270   2.745 
112.952441 -9.663413   3.059 
110.826969 -8.799756  91.034 
111.753483 -10.62218   8.5155 
112.847453 -9.680275   4.579 
110.579989 -9.544708   5.834 
112.839632 -9.468185   9.818 
112.395085 -9.408082  24.324 
111.372575 -8.323421  98.175 
112.915625 -9.338155  20.337 
112.876237 -9.551409   1.944 
112.909041 -9.782960  31.197 
111.207796 -9.189749   3.809 
111.986263 -8.984873  18.892 
112.930273 -9.625292  22.315 
112.903841 -9.595357   1.467 
112.839608 -9.677424   1.026 
112.840495 -9.658724   4.997 
112.821615 -9.822400   3.007 
112.260352 -9.377177  10.000 
111.474878 -9.173727  69.956 
111.802751 -8.338383 128.743 
111.385229 -8.985818   3.154 
110.539437 -8.732241  20.911 
110.327523 -8.808376   5.167 
112.840780 -9.916677   0.622 
112.412988 -9.056488  14.367 
112.733952 -9.649122   0.653 
112.784456 -9.760032  11.767 
110.377596 -8.770216  21.772 
112.854525 -9.710292  30.280 
112.482015 -8.825292  15.697 
111.350391 -9.022752   4.725 
112.854500 -9.830094   6.765 
112.851245 -9.856795   1.480 
111.071761 -5.714193 552.963 
